81.63162125,2.215518952,-2.997173306,-1.125197828,3.660269965,-1.407704884,2.208401947,0,0,0,1
79.06563283,-5.130378243,2.918120259,0.667065473,0.695805088,2.843172687,-0.561063425,0,0,1,0
81.52069005,0.198075804,1.040936094,0.709932748,0.996876064,-0.073462271,-0.320633205,0,1,0,0
80.73247341,2.347399045,-1.566793747,-1.34964967,3.486811349,-1.488543832,0.040614204,0,0,1,0
82.83645312,2.012916579,-0.453123166,-0.288062798,0.963083097,0.874844079,-0.73927957,0,0,0,1
80.5768188,-2.336267026,1.382793176,-0.465075946,2.406586453,0.740486801,0.467822289,0,0,0,1
79.7764052,0.673587558,-0.160126163,-3.241513825,2.139692796,-1.382110893,0.005980863,0,0,0,1
81.50576869,-2.814076756,2.037121848,-0.333047621,-0.72341229,3.49427108,-0.767513931,0,0,0,1
77.23503358,-2.670689001,0.847265376,0.295224758,-0.578918417,0.646348281,-0.326095895,1,0,0,1
82.72670874,1.396219629,1.414081727,1.048116759,0.214419814,0.586015493,-1.598918994,0,0,1,0
80.50337568,-0.708014856,1.359201154,2.099407521,2.178231335,0.244268154,-0.918164974,0,1,0,0
80.51814719,0.939133072,0.429725759,0.485359908,2.507120041,0.821784636,-2.431427786,0,0,1,0
81.47081366,2.822420219,-1.681782357,1.256197439,0.905449274,-0.216704098,-0.413858523,0,0,1,0
79.54156537,-5.69365242,1.237461737,1.167217733,0.287107032,1.965004287,3.040785828,1,0,0,1
80.98947552,-0.059475527,2.120574894,-1.606256788,-0.933834681,1.508113853,-2.528312065,0,0,0,1
79.28906598,-1.656511394,0.934095875,-0.263161272,2.407230597,1.802160228,-1.764626955,0,1,0,0
81.13785698,-0.649112382,1.059301801,-0.103812484,0.829571061,1.549348313,-1.091063991,0,1,0,0
81.43865706,1.236557146,1.872523254,-0.380036846,0.679026628,0.419227624,-2.792227568,0,0,0,1
83.0439908,-0.321101545,4.20548333,-0.558799572,-0.705349999,2.336836817,-3.644234649,0,1,0,0
83.65190566,5.118759828,-2.904215006,-1.756868699,0.245135899,-0.514456748,0.251008454,0,0,0,1
81.93576009,0.34535163,0.762989532,-0.928265839,2.487442402,0.057242617,-0.347911504,0,0,1,0
82.11825624,-2.824836529,2.459359989,0.540589542,-1.643153158,2.933665112,-0.020147596,0,0,0,1
80.64065932,-3.32266288,3.547127102,0.884842583,1.558581538,2.579982065,-2.053431796,0,0,1,0
81.35113168,0.092328608,-0.409569997,0.056510648,0.642435644,0.508984507,0.709487377,0,0,1,0
80.64242477,-1.674087406,0.577733125,-1.31296853,0.788291484,0.712211935,0.971817074,0,0,0,1
78.591201,-0.09661392,1.395206751,0.431022958,2.667075655,0.168176588,-3.108292197,0,0,1,0
83.18122766,1.218953579,0.543537918,0.80965753,-1.594989661,1.73527824,-0.807814305,0,1,0,0
77.53865135,-1.665505064,-1.01223782,1.414840663,2.327824174,1.912668489,-1.14163043,0,0,0,1
80.99754889,0.220410894,0.500503382,0.6443105,1.59622305,1.646256605,-1.873634222,0,0,0,1
80.32737049,-0.734504884,-0.355366621,-1.349605256,0.213531029,1.907341558,-0.333560123,0,0,1,0
81.58934035,-1.557021468,2.706891908,0.069704269,-0.232620704,1.860504579,-1.452400917,0,0,0,1
80.31502576,-0.193918866,-0.176204493,-0.452690149,1.702893795,1.986327361,-1.546381814,0,0,0,1
80.48489953,-0.954679287,-0.442885693,-1.399228259,1.12349342,1.061112956,0.68797774,0,0,1,0
81.14458484,-2.295099892,2.234999787,-0.174647946,0.535251763,0.706994767,0.417290679,0,1,0,0
79.92823546,-4.456866192,1.593315295,0.403299604,3.24787145,0.295213683,2.406192459,1,1,0,0
81.87869491,-1.017895549,0.206822642,-1.123878405,-0.007928978,1.645531604,0.849982938,0,0,0,1
82.91511042,2.263827354,-1.189341186,-0.98786591,0.639069396,-0.940509065,1.50453385,0,0,0,1
82.16700184,0.31379332,1.269520071,0.566602148,2.252216659,2.187118204,-2.537744307,0,0,0,1
78.22345402,-2.743191629,1.347130386,-0.89154349,0.555746673,0.165226842,0.160156506,0,0,1,0
81.61219671,0.02381538,-0.022155558,-0.088373288,1.936008911,0.765915275,0.062924641,0,0,0,1
82.17701563,-0.451725836,0.066338251,0.332081461,0.923329277,1.637023001,0.368979379,0,0,0,1
